category_name;content;title;url
abd;abd ba basra körfez tanker saldırı sonras abdn i̇ra silah bilgisayar sistem siber saldır düzenledik ön sür;abd ba washingto i̇ra silah kontrol sistem siber saldır düzenledi;https://tr.sputniknews.com//abd/201906231039435656-abd-basini-Washington-iranin-silah-kontrol-sistemlerine-siber-saldiri-duzenledi/
abd;abd yönet tayva 2 2 milyar dolarlık silah satış onayladı pentago bağlı abd savunma güvenlik i̇şlik ajansı abd dışiş bakanlık söz konus muhtemel silah satış onay verdik konu kongre bilgilendir karar tepki göstere çin yönet söz konus satış ilişk yaptır sinyal ver;abdn tayva silah satış karar ç tepki ateş oynamay bumerangı etkis olur;https://tr.sputniknews.com//asya/201907121039649076-abdnin-tayvana-silah-satisi-kararina-cinden-tepki-atesle-oynamayin-bumerang-etkisi-olur/
abd;abd temsilci meclis  donaldı trump i̇ra karşı herhangi  asker müdahale ö kongre ona alma öngöre yasal düzenleme onayladı;abd temsilci mecli i̇ra asker müdahal düzenlemes;https://tr.sputniknews.com//abd/201907121039652637-abd-temsilciler-meclisinden-irana-askeri-mudahale-duzenlemesi/
abd;abdn kaliforni eyalet beledi  gav newso örgü ras saç stil kullana ayrımcılık uğrama yasaklaya tasarı imzalayarak yasalaştır kaliforni saç ayrımcılık yasaklaya ilk eyalet ol;abdde saç ayrımcılık yasas k örgü rasta neden dışlanamaz;https://tr.sputniknews.com//abd/201907041039561691-kaliforniyada-sac-ayrimciligi-yasasi-kimse-orguleri-ve-rastalari-nedeniyle-dislanamaz/
abd;abdn teksas eyalet meyda gele uçak kaza 10 kiş hayat kaybettik bildiril;abddek uçak kaza 10 kiş öl;https://tr.sputniknews.com//abd/201907011039522280-abddeki-ucak-kazasinda-10-kisi-oldu/
abd;abd  trump’ “erdoğa be bakış aç çet i” ifade yorumlaya cumhur erdoğa “pazarlık çet  -ki severim- i  trump şey ifa eder zih arka  şey saklamıyor” ;erdoğa s-400ler 10 gün içeri geliyor  s-400 üç patrio bedel;https://tr.sputniknews.com//turkiye/201907011039521355-erdogandan-f-35-aciklamasi-trump-parayi-alip-mali-vermemek-iyi-degil-dedi/
abd;abd’n denver kent yetkili ar kuş nüfus karşı çare kana kaz toplayıp et ihtiyaç ola insan bağışlamak bul;abdn denver kent sayı giderek ar kaz avlanıyor et ihtiyaç sahip dağıtılıyor;https://tr.sputniknews.com//yasam/201907031039551141-abdnin-denver-kentinde-sayilari-giderek-artan-kazlar-avlaniyor-etleri-ihtiyac-sahiplerine/
abd;kreml sözcüs dmitriy peskov japonya g20 zirves kapsam yapıla görüşme rusya devlet n ikil ilişki geliştirilmes abd’de karşılık gelmes gerektik söylemes üzer abd  donaldı trump’ konu ilk ‘karşılıklılığı’ duyduk ifa et;peskov p trump ilk g20 zirves görüşme du;https://tr.sputniknews.com//rusya/201906301039519529-peskov-bunu-trumptan-ilk-kez-g20-zirvesindeki-gorusmede-duyduk/
abd;abd yönet i̇ra geril tırmandık  döne i̇ra yeme açık korunmas abd öncülük  koalisyo oluşturma girişim başladık duyur;abd i̇ra yeme açık uluslararas koalisyo korumak istiyor;https://tr.sputniknews.com//abd/201907111039632063-abd-iran-ve-yemen-aciklarini-uluslararasi-koalisyonla-korumak-istiyor/
abd;amerika uçak üreticis boeingi taraf son döne endonezya etiyopya yaşana 737 max 8 kaza kurban aile yakın 100 milyo dolarlık yar yapılacak duyurul;boeingi 737 max 8 kaza kurban yakın 100 milyo dolarlık yar;https://tr.sputniknews.com//abd/201907031039553798-boeingden-737-max-8-kazalari-kurbanlarinin-yakinlarina-100-milyon-dolarlik-yardim/
abd;abddek muhafazakar-liberal kutuplaşmas cumhuriyetçi partil  siyasetçi suudi arabistandaymışça  kadı gazeteci yan erkek olma kampanya alma reddetme göz ön seril;abdde suudi esintis cumhuriyetçi aday erkek eşlikçi olma kadı muha kampanya izleme iz vermedi;https://tr.sputniknews.com//abd/201907111039638879-abdde-suudi-esintisi-cumhuriyetci-aday-erkek-eslikci-olmadan-kadin-muhabirin-kampanyasini/
abd;new york times yazar  twitter hesap üzer sorduk aldık köt kariyer tavsiyes ne soru eski abd  bill clinto yaşadık ilişki tanına moniç lewinskyn verdik beyaz saray staj yanıt sosyal medya gündem gir;moniç lewinsky aldık köt kariyer tavsiyes ne soru yanıt beyaz saray staj;https://tr.sputniknews.com//abd/201907151039669227-monica-lewinskyden-en-kotu-kariyer-tavsiyeniz-neydi-sorusuna-yanit-beyaz-sarayda-staj/
abd;abd kore kuvvet usfk kuzey kore ürettik hwasong-15 kıtalararas balis füze icbm abdn yer ulaşma kapasite  duyur kuzey kore güney yönetim aldık f-35 al karar tepki göster yok etmek özel silah geliştirmek  çare yok açıklamas yapıl;kuzey kore güney f-35 alım tepki yok etmek özel silah üretmek  çare yok;https://tr.sputniknews.com//asya/201907111039637410-kuzey-koreden-guneyin-f-35-alimina-tepki-yok-etmek-icin-ozel-silahlar-uretmekten-baska-caremiz-yok/
abd;illinois eyalet  hastane zatürree as tedavis göre siyah  has doktor tavsiye ser bağla halde dışarı yürüyüş çık o güvenlikçi taraf hırsız durdurul çağrıla polis taraf toplumsal düze bozmak tutukla;abd poli ırkçılık timsal ser bağlı halde dışarı yürüye siyah has toplumsal düze bozmak tutukla;https://tr.sputniknews.com//abd/201907011039530429-abd-polisinden-irkcilik-dorugu-seruma-bagli-halde-disarida-yuruyen-siyah-hasta-toplumsal-duzeni/
abd;abdn chicago kent yaşaya evsiz 18 bin 2017de üniversi eğitim sahip 13 bin fazla  iş  orta çık;abddek evsiz 2 yıl ö iş var;https://tr.sputniknews.com//abd/201907091039605012-abddeki-evsizlerin-2-yil-once-isi-vardi/
abd;abd  donaldı trump kendi muhalif cumhuriyetçi vekil just amash parti ayrılacak duyurmas vesile aç ağz y göz;trump cumhuriyetçi parti ayrıla milletvekil tam  ezik;https://tr.sputniknews.com//abd/201907041039563005-trumptan-cumhuriyetci-partiden-ayrilan-milletvekiline-tam-bir-ezik/
abd;abdde donaldı trump yönet 2020 yıl yapılacak nüfus sayım yer alma istedik vatandaşlık soru vazgeçtik açıkladı;trump yönet nüfus sayım vatandaşlık soru vazgeç;https://tr.sputniknews.com//abd/201907031039543807-trump-yonetimi-nufus-sayiminda-vatandaslik-sorusundan-vazgecti/
abd;abd  donaldı trump i̇ra uz sür gizliç urany zenginleştirmes yaptık iddia ederek yak yaptır önemli ölçü artırılacak duyur;trump i̇ra y yaptır tehdit et;https://tr.sputniknews.com//abd/201907101039629615-trump-irani-yine-yaptirimla-tehdit-etti/
abd;abdli milyarder yatırımcı tom steyer 2020de yapılacak nlık seçim demokrat parti saf yarış katılacak duyur;2020 abd nlık seçim demokrat  aday çık;https://tr.sputniknews.com//abd/201907091039613796-2020-abd-baskanlik-secimleri-icin-demokratlardan-bir-aday-daha-cikti/
abd;meksika sınır yas dış yol abd’ye girme çalışır yakalana honduraslı göçme gözalt hayat kaybettik kiş lik son 10 ay gözalt öle göçme sayı 11e çıktık belirtil;abdde  göçme gözalt hayat kaybet;https://tr.sputniknews.com//abd/201907031039543533-abdde-bir-gocmen-daha-gozaltinda-hayatini-kaybetti/
abd;abd  donaldı trump’ fransa’ görerek özendik asker geçit tören çevirdik 4 temmuz bağımsızlık g kutlama 1 2 milyo do patladık belirtil;trump hayali 1 2 milyo do patladı;https://tr.sputniknews.com//abd/201907101039625988-trumpin-hayali-12-milyon-dolara-patladi/
abd;federal temyiz mahkemes abd  donaldı trump washingto otel anayasa aykır  şekil kar sağladık iddia e dava trumpı haklı bul;federal temyiz mahkemes otel dava trumpı haklı bul;https://tr.sputniknews.com//abd/201907111039631625-federal-temyiz-mahkemesi-otel-davasinda-trumpi-hakli-buldu/
abd;abd n yeni seçilme kampanyas facebook verile reklam gerçek trump taraftar değil hazır video model kullanıldık orta çık hat bun  washingtonlu tho videos i̇zmir çalıştık dükka fotoğraf tokyo;trump seç reklam taraftar model çık hat video i̇zmir çekil;https://tr.sputniknews.com//abd/201907031039552619-trumpin-secim-reklaminda-boy-gosteren-Washingtonlu-dindar-destekci-thomasin-videosu-izmirde/
abd;beyaz saray taraf yayımlana yazıl açıklama abd  donaldı trump holla başbaka mark rutte malezya havayol ait mh17 yolcu uçak kaza ilgil soruşturma tartıştık belirtil;beyaz saray trump mh17 kaza ilgil soruşturma destekliyor;https://tr.sputniknews.com//abd/201907191039705586-beyaz-saray-trump-mh17-kazasiyla-ilgili-sorusturmayi-destekliyor/
abd;abd ticaret bakanlık 5 çinli teknoloj firma kar liste alarak firma abd yap çip bileşen sat alma engel ko;abd 5 çin firma kar liste al;https://tr.sputniknews.com//abd/201906241039447231-abd-5-cin-firmasini-daha-kara-listeye-aldi/
abd;nik 4 temmuz kutlana abdn bağımsızlık haftas özel  ayakkabı piyasa sür ancak ülke kurulduk döne kullanıla betsy ross bayrak ayakkabı kullanılmas tartışma ol ünlü nfl oyuncus col kaepernick bayrak kölelik çağrış yaptık belirterek rahatsızlık ifa et;nikeın 4 temmuz ayakkabıs abdyi karıştır;https://tr.sputniknews.com//abd/201907031039545728-nikein-4-temmuz-ayakkabisi-abdyi-karistirdi/
abd;fransa’n bastil günü’n asker geçit tören heveslene abd  donaldı trump’ p abdn bağımsızlık g ola 4 temmuz uyarla ısrar ‘meyve verdi’ washington’ tank görücü çıkacak ancak altyapı zarar vermemek geçit yapmayacak;trump fransa görüp özendik hayali son gerçek oluyor 4 temmuz tank kutlayacak;https://tr.sputniknews.com//abd/201907021039537193-trumpin-fransada-gorup-ozendigi-hayali-sonunda-gercek-oluyor-4-temmuzu-tanklarla-kutlayacak/
abd;abdde sınır devriyes istasyon köt koşul alt tutula 300den faz göçme çocuk diğer merkez nakledildik belirtil;abdde köt şart merkez tutula göçme çocuk  yer nakledil;https://tr.sputniknews.com//abd/201906251039475322-abdde-kotu-sartlardaki-merkezde-tutulan-gocmen-cocuklar-baska-yere-nakledildi/
abd;abd savunma baka vekil mark esper i̇ra savaşmak istemedik yaşana gerginlik diplomas yol çöz kavuşturulmas gerektik vurguladı;abd savunma baka vekil mark esper i̇ra savaş istemiyor;https://tr.sputniknews.com//abd/201906261039477450-abd-savunma-bakan-vekili-mark-esper-iran-ile-savas-istemiyoruz/
abd;abd temsilci meclis i̇ran’a yönelik saldırı günde tu “ona ihtiyaç yok” diye  donaldı trumpa karşı hareke geç cumhuriyetçi temsilci onay alınma yapılacak  asker saldırı federal fo kullanılma yasaklaya tasar hazırla;abd temsilci meclis i̇ra karşı olas saldır onay alınmaz fon yok ;https://tr.sputniknews.com//abd/201906261039482142-abd-temsilciler-meclisi-irana-karsi-olasi-saldiri-icin-onay-alinmazsa-fon-yok-dedi--/
abd;abdn california eyalet san francisco kent elektronik sigar ad verile tüt ilav edilebile buhar teneffüs cihaz satış yasaklanmas karar al;san francisco elektronik sigar satış yasakla;https://tr.sputniknews.com//abd/201906261039480935-san-franciscoda-elektronik-sigara-satisi-yasaklandi/
abd;el salvadorlu oscar alberto martinez ramirez 23 aylık kız valeria meksika abdyi ayıra rio bravo nehri üzer abdye geçer yaşam yitir minik kız cansız bede baba sarıl halde bul;meksika-abdı sınır 2 yaş göçme kız babas boğul;https://tr.sputniknews.com//abd/201906261039479668-meksika-abdsinirinda-2-yasindaki-gocmen-kiz-ve-babasi-boguldu/
abd;abdde 2020de yapılacak nlık seçim önce demokrat aday aday canlı yay karşı karşı gel progra donaldı trump  savaş  tweet uzaklıkta” “abdn güvenlik büyük tehdit değerlendirmes yapıl trump tartışma ilgil sıkıç yorum yap;canlı yay tartışa demokrat aday aday trumpı eleştir savaş  tweet uzak abd tehdit;https://tr.sputniknews.com//abd/201906271039488527-canli-yayinda-tartisan-demokrat-aday-adaylari-trumpi-elestirdi-savastan-bir-tweet-uzakta-abd-icin/
abd;beyaz saray’a yaptık ikinci ziyare ait görülmemiş kare ik hafta ardı instagra hesap paylaşa abd’li reality şov yıldız kardashian tepki çek;kardashian’ beyaz saray fotoğraf ger tep aynı trump’ sevdik;https://tr.sputniknews.com//yasam/201906251039474780-kardashianin-beyaz-saray-fotograflari-geri-tepti-ayni-trumpin-sevdigi-gibi/
abd;abdde  temyiz mahkemes heyet tecavüz suçlana 16 yaş  genci i  aile  mükemmel  okul gittik cezalandırma redde hak uyar;abdde tecavüz şüpheli i̇yi  aile geliyor diyerek cezalandırmaya hak uyar;https://tr.sputniknews.com//abd/201907031039551291-abdde-tecavuz-suphelisini-iyi-bir-aileden-geliyor-diyerek-cezalandirmayan-hakime-uyari/
abd;abd federal hükümet bağlı uluslararas t özgürlük komisyon uscirf dün düzenledik türkiye t özgürlük başlıklı panel trump yönetim yaptır vara baskı sonuç türkiye hapis çıkarıla pastör andrew brunson verdik brifingi metni yayımla;abdde federal komisyo konuşa pastör brunso türkiye hristiyan baskı hristiyanlık ilgi arttı;https://tr.sputniknews.com//abd/201906281039506481-abdde-federal-komisyona-konusan-pastor-brunson-turkiyede-hem-hristiyanlara-baskilar-hem-de/
abd;abd  donaldı trump talep doğrultu orga edile 4 temmuz bağımsızlık g kutlama maliyet ülke tartışma konus ol;abdde 4 temmuz kutlama maliyet tartışma yarat 2 milyo do geçecek;https://tr.sputniknews.com//abd/201907051039565224-abdde-askeri-gecitle-yapilan-4-temmuz-kutlamalarinin-maliyeti-tartisma-yaratti/
abd;abdde  kadı öl donör nakledile rah saye  kız çocuk dünya getir dok tıp tarih ikinci abdde ilk operasyo ol;abdde ilk öl donör nakledile rah dok yapıl;https://tr.sputniknews.com//abd/201907101039623085-abdde-ilk-kez-olu-donorden-nakledilen-rahim-ile-dogum-yapildi/
abd;abdn ye ankar büyükelçis davidi satterfieldi ankara gel;abdn ye ankar büyükelçis satterfieldi türkiye gel;https://tr.sputniknews.com//abd/201907101039630262-abdnin-yeni-ankara-buyukelcisi-satterfield-turkiyeye-geldi/
abd;beyaz saray’ düzenlene geleneksel sosyal medya zirve abd  donaldı trump’ ‘alışıl söylemi’ damga vur saç peruk olmama imla yetenek televizyo yıldızlık kadar uzana trump nlık adaylık koya demokrat komünizm destekçis  söyledi;saç peruk olmama imla hata trump sosyal medya zirve iç dök;https://tr.sputniknews.com//abd/201907121039646153-saclarinin-peruk-olmamasindan-imla-hatalarina-trump-sosyal-medya-zirvesinde-icini-doktu/
abd;abd’de ırkçı müşteri burger king restoran yönetiç i̇spanyol konuştuk duy “meksika’ya ger dön”  porto rikol ola yönetiç polis çağır restora “biz ayrımcılık yer yok” karşılık ver;abdde  ırkçı müşter vakas i̇spanyol konuşa yönetici meksika dön ;https://tr.sputniknews.com//abd/201907111039639724-abdde-bir-irkci-musteri-vakasi-daha-ispanyolca-konusan-yoneticiye-meksikaya-don-dedi/
abd;abdde yapıla ye  araştırma esrar yasallaştırıldık yer genç aras kullan düştük sonuç varıl;abdde esrar kullan yasallaştık yer azal;https://tr.sputniknews.com//abd/201907091039613733-abdde-esrar-kullanimi-yasallastigi-yerlerde-azaldi/
abd;abd senatos dışilişki komites  senatör jim risch abd suudi arabis aras ilişki ‘kapsamlı  şekilde’ göz geçirilme öngöre  yas tasarıs s tasarı destek vere senatör jeanne shaheen “bu tasar suudi yönetim ça açık  mesaj hükmünr” ;abd suudi arabis ilişki göz geçiril tasarıs senato tasar suudi yönetim açık  mesaj;https://tr.sputniknews.com//abd/201907111039634861-abd-ve-suudi-arabistan-iliskileri-gozden-gecirilsin-tasarisi-senatoda-bu-tasari-suudi-yonetimine/
abd;beyaz saray’ yapıla açıklama türkiye’n s-400 hav savunma siste sat alma karar f-35 program katılım imkansız kılmak denil;beyaz saray s-400 alım türkiye’n i̇ttifak iç lik çalışılabilirlik üzer olumsuz etki olacak;https://tr.sputniknews.com//abd/201907171039693668-beyaz-saray-turkiyenin-s-400-satin-alma-karari-f-35-programina-katilimini-imkansiz-kilmaktadir/
abd;abd yap alev püskür tf-19 isimli küçük insansız araç dene çalışma throwflame isimli youtube kanal yayınla;abd’n alev püskür i̇ha’sı dene çalışma kamera yansıdı;https://tr.sputniknews.com//abd/201907181039703744-abdnin-alev-puskurten-ihasinin-deneme-calismalari-kameralara-yansidi/
